,Date,TweetURL,User,Source,Location,Tweet,Likes_Count,Retweet_Count,Quote_Count,Reply_Count
0,2022-09-03 22:07:42+00:00,https://twitter.com/Luke79345686/status/1566186199391272960,Luke79345686,Twitter for Android,,"@chrisotee @EtalePhilip #Azimio never bothered to prepare for the campaign, agents, tallying/verification of votes at Bomas... Or may be they believed so much in the deep state, the 4 opaque cows, The polls, board rooms professor, Azimio TV (#citizentv), Uhuru and Karua Mt. Kenya votes...",1,0,0,0
1,2022-09-03 21:45:15+00:00,https://twitter.com/Luke79345686/status/1566180546337701889,Luke79345686,Twitter for Android,,@EtalePhilip You (#azimio) used your time with 'pinky ponky' jokes. Judges are making a ruling based on that. Hapa social media no help.,0,0,0,0
2,2022-09-03 21:24:32+00:00,https://twitter.com/victoroduorany2/status/1566175336055934977,victoroduorany2,Twitter for Android,"Nairobi, Kenya",Lethal team. #azimio https://t.co/PYXKPDtd6a,0,0,0,0
3,2022-09-03 19:34:16+00:00,https://twitter.com/Osoro20Fred/status/1566147584762290177,Osoro20Fred,Twitter for Android,"Kiamokama, Kenya",Kwani hamuogopii teargals.... It's your turn to taste the waters😅😅😅 anyway #azimio stay victory is here💙💙💙💙 https://t.co/j90FWxDNdi,2,0,0,0
4,2022-09-03 19:17:35+00:00,https://twitter.com/Sily951/status/1566143384972152838,Sily951,Twitter for iPhone,,@HEBabuOwino @RaphaelTujuEGH #SupremeCourt should know #Raila had appointed cabinet secretaries😂😂,0,0,0,0
5,2022-09-03 18:51:47+00:00,https://twitter.com/upeohubnews/status/1566136894420914184,upeohubnews,Twitter for Android,Nairobi,"How Azimio la Umoja presidential candidate Raila Odinga embraced his lawyers after the closure of submissions at the presidential election petition. 

#SupremePetition #Raila #IEBC #Azimio #Juliesoweto #SupremeCourt https://t.co/Rqd0FGYqED",1,0,0,0
6,2022-09-03 18:32:52+00:00,https://twitter.com/SirAlfred006/status/1566132133718118406,SirAlfred006,Twitter for Android,"Brussels, Belgium. ",#Azimio soldiers trippin' https://t.co/xBXkUD4UMQ,1,0,0,0
7,2022-09-03 18:31:51+00:00,https://twitter.com/Honcalebamisi/status/1566131878821781504,Honcalebamisi,Twitter for Android,"Nairobi, Kenya","It is official ,supreme verdict 5/2  for #raila .Can you guess who the 2 are? I said it is official? Reward ksh.30,000

#PlanB #robbed #Parliament #Greece #Ivermectin",66,7,2,32
8,2022-09-03 18:02:20+00:00,https://twitter.com/ianpete43234114/status/1566124447651831808,ianpete43234114,Twitter for Android,,@Kenyans To be fair and give #azimio la umoja their rights,0,0,0,0
9,2022-09-03 17:28:04+00:00,https://twitter.com/chrisotee/status/1566115825487974400,chrisotee,Twitter for iPhone,Worldwide,@EtalePhilip @ahmednasirlaw @IEBCKenya Your description is only correct in your head and the rest of #Azimio fools! Literally a house of cards! You can fool some people some times but you can’t fool Kenyans all the times! These very different times!,0,0,0,0
10,2022-09-03 17:21:44+00:00,https://twitter.com/chrisotee/status/1566114229966360577,chrisotee,Twitter for iPhone,Worldwide,@EtalePhilip You see the problem is you never address the elephant in the room as #Azimio! You never bothered to understand what this contract with smartmatic was or how it was being actioned or systems laid therein which SCoK is using now to decide your case we’re meant to work!,13,2,0,2
11,2022-09-03 16:53:41+00:00,https://twitter.com/gedion_oyawa/status/1566107171573612544,gedion_oyawa,Twitter for Android,Ukraine,"""Kech winjo koda dende"" we must not demonstrate over the @Kenyajudiciary verdict in case it is passed in favor of @UDAKenya! In fact we must encourage more of the politicians the likes #KiraituMurungi from #Azimio to join the Government! It is the only way Kenyans will learn pain",0,0,0,0
12,2022-09-03 16:42:35+00:00,https://twitter.com/engithae/status/1566104377886027778,engithae,Twitter Web App,,https://t.co/q9CA5BjGBd #Azimio #Rutothe5th #Mutahi,0,0,0,0
13,2022-09-03 16:32:24+00:00,https://twitter.com/willie_ochieng/status/1566101817783685120,willie_ochieng,Twitter for Android,Kenya,As per the request of DCJ today we prayed for the SCoK Judges only tomorrow Justice is coming home #Azimio,0,0,0,0
14,2022-09-03 16:26:24+00:00,https://twitter.com/nyakushj/status/1566100305527316480,nyakushj,Twitter for Android,Nairobi,I will directly take part in campaigns for @RailaOdinga from next week prepare  for this  #istandwithbaba #baba #odinga #raila,0,0,0,0
15,2022-09-03 16:17:30+00:00,https://twitter.com/KasyulaSimon/status/1566098068805746690,KasyulaSimon,Twitter for Android,,"Its now nearly coming home. #Azimio on monday will take the victory. What we demand as voters is that #chebukati Must go and #Ruto must Return the certificate as quick as possible ...#we know you were in office , 5 yrs as a DP by only certificate not the sovereignty of the voter.",1,0,0,0
16,2022-09-03 16:16:33+00:00,https://twitter.com/Luke79345686/status/1566097828056899584,Luke79345686,Twitter for Android,,@ledamalekina @ahmednasirlaw He just made an observation. Don't come with rungu coz he has stated some facts. Let's see if mere trust and believe in his people will beat professionalism. That's has been the big difference between #azimio and #KenyaKwanza,0,0,0,0
17,2022-09-03 15:31:56+00:00,https://twitter.com/fai_vanny/status/1566086601607872513,fai_vanny,Twitter for Android,United States,"On Target #KenyaKwanza SUPPORTERS
#Azimio
#AkissForMwilu 
#TheDawnOfJustice https://t.co/tOL0EYd3C0",1,0,0,0
18,2022-09-03 14:47:36+00:00,https://twitter.com/Jobfarmlow/status/1566075441013719041,Jobfarmlow,Twitter for Android,,#Azimio way is the only way to go. https://t.co/58gwQFuFSB,0,0,0,0
19,2022-09-03 14:32:40+00:00,https://twitter.com/thenewshooked/status/1566071686079856642,thenewshooked,Article Tweetbot,N.Y.,"Azimio Invites Supporters for Peaceful Countrywide Marches: ""In Honour of Our Journey""
#News #Kenya #Raila #Chebukati #RailaOdinga #WinnieOdinga #WilliamRuto #WafulaChebukati #IEBC #AzimioLa #MarthaKarua #Winnie #Azimio
https://t.co/2KpAF7B9jj",0,0,0,0
20,2022-09-03 13:55:19+00:00,https://twitter.com/tracyaowuor/status/1566062287340949506,tracyaowuor,Twitter for Android,"Nairobi, Kenya","The perfect t-shirt if you just love Baba liwe liwalo. DM for orders.

#BeiYaJioni Willis Otieno #railatheenigma Luo Nyanza #Azimio Baba https://t.co/sTdiIbsab7",2,1,0,1
21,2022-09-03 13:52:28+00:00,https://twitter.com/EnosWafula4/status/1566061567686414342,EnosWafula4,Twitter for Android,"Busia, Kenya",mmm.provebs18:17. The first person to speak in court always seems right until his opponent begins to question him #Azimio Vs Iebc...time to accept and move on is about,1,0,0,0
22,2022-09-03 13:51:26+00:00,https://twitter.com/SirmeMtalii/status/1566061308562362372,SirmeMtalii,Twitter for Android,Mombasa Kenya ,@Cjamehk In other words you are telling us that #Azimio sympathizers have no hope in the #SupremeCourt ruling. Good that you got to know the petition lacked merit. Anyway Prejudice is an emotional commitment to ignorance. Just continue living your world of illusion,0,0,0,0
23,2022-09-03 13:25:44+00:00,https://twitter.com/steve2vow/status/1566054838814887937,steve2vow,Twitter for Android,"Eldoret, Kenya",#Azimio minions prepare for teargas monday https://t.co/BN2nXVCdWl,0,0,0,0
24,2022-09-03 13:07:24+00:00,https://twitter.com/GGatembu/status/1566050226800152578,GGatembu,Twitter for Android,,@Charitymairimu Post the report #azimio,0,0,0,0
25,2022-09-03 12:44:38+00:00,https://twitter.com/Florenc65633700/status/1566044498299322369,Florenc65633700,Twitter for Android,,@MigunaMiguna @WilliamsRuto @rigathi @RailaOdinga TBT🤣 General have mercy on our next president please #Raila  Amolo  Odinga 💙💙🧢. https://t.co/8QwNf0Cxg4,0,0,0,0
26,2022-09-03 12:43:23+00:00,https://twitter.com/randymboya/status/1566044184225763328,randymboya,Twitter for Android,Kenya,"#Azimio people should relax with these accusations and counter accusations, if @georgenjoroge_ is a sell out or a mole for visiting #MosesKuria in hospital then @RailaOdinga @MarthaKarua @HassanAliJoho @EstherPassaris @RobertAlai @Railajunior are also moles #SupremePetition https://t.co/I26qyzZz39",3,0,0,1
27,2022-09-03 12:34:26+00:00,https://twitter.com/Vincent91677609/status/1566041930391322624,Vincent91677609,Twitter for Android,"Kisumu, Kenya",@otienowill How I wish I had a chance to study laws. You made it look as a win for #azimio.One of the best lawyers of today,1,0,0,0
28,2022-09-03 12:16:58+00:00,https://twitter.com/knight_wafula/status/1566037533426868225,knight_wafula,Twitter Web App,,Everything gonna be fine with #azimio la wote,1,0,0,0
29,2022-09-03 11:49:49+00:00,https://twitter.com/MosesOumaOchie1/status/1566030701367070721,MosesOumaOchie1,Twitter for Android,"Nairobi, Kenya","This is how me as a team blue 💙 is waiting for the verdict on Monday and yes, I'm confident that Justice will prevail, so help us God.

#Inawezekana 
#BabaThe5th 
#Azimio https://t.co/23kYtMi13i",2,0,0,0
30,2022-09-03 10:46:57+00:00,https://twitter.com/KiguruKimani/status/1566014880720756739,KiguruKimani,Twitter Web App,,"#Azimio, @RailaOdinga and @MarthaKarua claim they just wanted to know the TRUTH.
Well, the #PetitionHearing reveals #kenyakwanza won the #kenyaelections2022  
and the #Azimio honchos attempted to subvert THE WILL OF THE KENYAN PEOPLE. In addition, the truckload had ZERO evidence. https://t.co/NpEOZ6fGnh",1,1,0,0
31,2022-09-03 10:39:37+00:00,https://twitter.com/Yhommie254/status/1566013035331964929,Yhommie254,Twitter for Android,Nairobi kenya,"@citizentvkenya The photo below was taken next week..
#Azimio: CJ must resign🤣🤣
               :The ruling was decided in           Venezuela
               :The ruling was not free and fair... https://t.co/EjeMYBHqnR",3,1,0,0
32,2022-09-03 09:36:27+00:00,https://twitter.com/65Alego/status/1565997139175538689,65Alego,Twitter for Android,,@Belive_Kinuthia People like you add zero value to #Azimio. Who are you trying to impress with such falsehoods? Those who matter in Azimio know the bitter truth.,3,0,0,0
33,2022-09-03 09:34:17+00:00,https://twitter.com/kiperics10/status/1565996594050355200,kiperics10,Twitter Web App,"Nairobi, Kenya","Azimio,

we will respect the decision of the court.

Thanks!

#smartmatic #alai #iebc #supreme court #raila #the 5th #ruto",2,0,0,0
34,2022-09-03 08:54:07+00:00,https://twitter.com/sbcsomalitv/status/1565986485999964160,sbcsomalitv,Twitter for iPhone,Somalia,Security forces in #Kenya alert ahead of Monday's Supreme Court verdict on presidential petition. #Judges have just two days to make judgement. #Raila #Odinga had contested the victory of William #Ruto as the President-elect of #Kenya.,1,0,0,0
35,2022-09-03 08:06:10+00:00,https://twitter.com/BernaGacags/status/1565974417548709888,BernaGacags,Twitter for Android,Kenya,"Can never be me....✍️
#Mondaythe5th 
#Ruto
#Raila
#Arsenal
#ManUtd https://t.co/tAf5mlxxBK",0,0,0,0
36,2022-09-03 08:03:54+00:00,https://twitter.com/256Masaba/status/1565973846997475328,256Masaba,Twitter Web App,,"My learned friends please help me understand how one can deploy 54 lawyers to prove their win if at at all it was free, fair and credible .

Justice delayed is not denied ......
#Azimio 
#Thebluearmy
#railathe5th 
#inawezekana",1,1,0,0
37,2022-09-03 07:20:23+00:00,https://twitter.com/Kenyanmiss/status/1565962897888509954,Kenyanmiss,Twitter for Android,,"@beth_kasinga Madam, thank you for showing us the truth of what transpired. We have eyes and we can see. The stamps are different bwana... #BabaThe5th #SupremePetition #Azimio #mondaythe5th https://t.co/sApEQl2rmu",0,0,0,0
38,2022-09-03 07:17:38+00:00,https://twitter.com/DavidALupid/status/1565962204511354884,DavidALupid,Twitter Web App,,"I support @DonaldBKipkorir #Azimio #BlueWave system needs the most loyal individuals and should not be faint-hearted at hurting those unloyal 'Destroy first, and construction will look after itself'",0,0,0,0
39,2022-09-03 07:16:54+00:00,https://twitter.com/kisiangani_ken/status/1565962019160866818,kisiangani_ken,Twitter for Android,"Kenya , USA, BRITAIN","@fokango @RailaOdinga Which job well done ?😭 he creates an environment of rejection of every polls outcome which is uncouth,barbaric to the sanctity of democracy in our future generation. 
#raila accept defeat, concede and let Kenya move on.
#Rutothe5th victory to be upheld by 
#supremecourtofkenya https://t.co/GaFVKdGFAj",0,0,0,0
40,2022-09-03 07:09:49+00:00,https://twitter.com/Machel_KE/status/1565960236309020673,Machel_KE,Twitter for Android,Africa,@JaKompyuta @BarbieNbi From where is sit @georgenjoroge_ did a great job for our team #Azimio. But what do i know.,2,0,0,0
41,2022-09-03 06:48:31+00:00,https://twitter.com/kisiangani_ken/status/1565954875741143041,kisiangani_ken,Twitter for Android,"Kenya , USA, BRITAIN","@ntvkenya Game over 😂 let the judges decide who the 5th CEO of our country on 5th.
#Azimio petty petition has no gravity to out-do the Chebukati president-elect declaration.
#Rutothe5th victory to be upheld 
#chebukati as the referee did his best and he's not perfect, neither you, yes you https://t.co/HRAWqwRAHC",2,0,0,0
42,2022-09-03 06:45:38+00:00,https://twitter.com/mutlple_As_Plus/status/1565954152391655425,mutlple_As_Plus,Twitter Web App,,"The Registrar's report is clear no history of deletions. 

Clarification requested by Azimio agent duly granted to his satisfaction.

#Azimio's unfortunate attempt to create confusion and suspicions on deletions from the IEBC server quickly decimated by Nkarichia's brilliance. https://t.co/VxabDtxoGp",0,0,0,0
43,2022-09-03 05:55:13+00:00,https://twitter.com/TruceKe/status/1565941462491168770,TruceKe,Twitter for Android,,@Demagnify Say no MORE! Lying between her TEETH! #Azimio #KenyaKwanza,0,0,0,0
44,2022-09-03 04:40:17+00:00,https://twitter.com/Angel_Chatanda/status/1565922606011801605,Angel_Chatanda,Twitter for Android,,"And He has always been VINDICATED on his REJECTION !
#Raila the PEOPLE'S CHOICE ! https://t.co/pkMQO94QT6",0,0,0,0
45,2022-09-03 04:12:30+00:00,https://twitter.com/EricMwe1994/status/1565915613012414466,EricMwe1994,Twitter for Android,Ulu ,"@Makiadi_ With all that confidence she had😂
#Azimio zimieni kabisa. Siku ya kufa kwa nyani miti yote huteleza....",0,0,0,0
46,2022-09-03 04:09:30+00:00,https://twitter.com/bbbzy22/status/1565914860977881088,bbbzy22,Twitter for Android,,#azimio #mutai https://t.co/WuOLaGnHh9,0,0,0,0
47,2022-09-03 03:54:30+00:00,https://twitter.com/Musymo/status/1565911085257003009,Musymo,Twitter for Android,,@ItsMutai ile vita Iko #Azimio.. Wacheni makasiriko https://t.co/Z7tDc9qpN7,0,0,0,0
48,2022-09-03 03:47:21+00:00,https://twitter.com/PabloMkenya/status/1565909287486033926,PabloMkenya,Twitter Web App,Engineer kenya,Jose Camargo Julie soweto get over it kiems Baba Alliance George Njoroge Jojo Junet Venezuela Luos Kalenjin US Embassy Murgor #Azimio @OleItumbi @Donsarigo @Disembe @RobertAlai @ledamalekina @ahmednasirlaw @RailaOdinga @MikeSonko @NelsonHavi @MarthaKarua @DonaldBKipkorir https://t.co/AHIU4SwpJV,1,0,0,0
49,2022-09-03 03:40:01+00:00,https://twitter.com/Tuko_co_ke/status/1565907440494907393,Tuko_co_ke,Twitter Web App,"Nairobi, Kenya",".@DonaldBKipkorir wants @JunetMohamed and Saitabao Ole Kanchory kicked out of Azimio's campaign team.

""We will rebuild Baba's Campaign Secretariat afresh and with true &amp; honest soldiers.""

#tukonews #Azimio #SupremePetition #supremecourtofkenya 

https://t.co/mNPUygyGkG",10,1,0,0
50,2022-09-03 03:37:57+00:00,https://twitter.com/Alketi10/status/1565906917792301056,Alketi10,Twitter for Android,,"@Sowetojul I liked how logically you twisted and confused the head of so called Professor #githu and the colleague. Your eloquent, sharpness and philosophical mind the proud of #Azimio.",2,0,0,0
51,2022-09-02 23:24:18+00:00,https://twitter.com/rubenmusalia/status/1565843086093205504,rubenmusalia,Twitter for Android,🇰🇪,"Monday 5th. September, insha'Allah. BABA will triumph #Azimio 🔵 https://t.co/erLM9LR9Dc https://t.co/1NVscVxblg",0,0,0,0
52,2022-09-02 21:52:25+00:00,https://twitter.com/osakyna_n/status/1565819961972498437,osakyna_n,Twitter for Android,Earth,@obutuz @RailaOdinga @Donsarigo @JunetMohamed @SakajaJohnson @Railajunior Closest one can get to Raila is in political rally.  Guy has no ears for new innovative ideas . His circles and handlers still believe in old mega rally crowd dramas which hardly translate to votes. #Azimio,1,0,0,0
53,2022-09-02 21:35:35+00:00,https://twitter.com/GorAroko/status/1565815728841920512,GorAroko,Twitter for iPhone,"Dadaab, Kenya",Nobody is  no longer doing well mentally in this nation 🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣#ArrestChebukati #BabaThe5th #SCOK #Junet #Azimio https://t.co/HBONg8ZIOz,6,0,0,0
54,2022-09-02 21:26:40+00:00,https://twitter.com/AbdiAmano1/status/1565813481672261632,AbdiAmano1,Twitter for iPhone,,Nullifying Kenya election will not be enough.They should declare #Raila Odinga the president elect.,0,0,0,0
55,2022-09-02 21:11:45+00:00,https://twitter.com/dalmo254/status/1565809730144067585,dalmo254,Twitter for Android,"Nairobi, Kenya",#Azimio la umoja movement on its dead end....watu walidanganya mzee bana nowonder alikuwa analala @ItsMutai  @WilliamsRuto @BrianPeter034a @mansaiwal @UDAPartyKe,1,0,0,0
56,2022-09-02 21:04:18+00:00,https://twitter.com/Cukashsudeys99/status/1565807852773642240,Cukashsudeys99,Twitter for Android,Mogadishu/Garissa/Kismayu,The reason #Azimio will not see the light of the day. https://t.co/DnJU5cPyLP,0,0,0,0
57,2022-09-02 20:30:06+00:00,https://twitter.com/KevmahMaish/status/1565799249064886272,KevmahMaish,Twitter for Android,nairobi city,"New evidence popping . #Azimio dint notoce this,how jose camargo deflated @RailaOdinga votes through hacking... #PetitionHearing  #ElectionsKE2022 #servers https://t.co/UQJG1vIJFr",1,0,0,0
58,2022-09-02 20:25:05+00:00,https://twitter.com/freedomiscomin9/status/1565797983676932098,freedomiscomin9,Twitter for Android,,@MacOtani #RAILA WILL NEVER BE THE #PRESIDENT OF KENYA... let that sink in you,5,0,0,1
59,2022-09-02 20:14:47+00:00,https://twitter.com/JimmihSlynix/status/1565795391735488514,JimmihSlynix,Twitter for Android,,Watching @citizentvkenya 9pm news makes you think only #Azimio team was presenting in #SCOK today! The biased reporting is so glaring! The biasness is just too loud 📢 It's really sad watching @citizentvkenya news nowadays.,1,0,0,0
60,2022-09-02 19:53:31+00:00,https://twitter.com/Sleemtee_ke/status/1565790041397403649,Sleemtee_ke,Twitter for Android,"Nairobi, Kenya","Raila Odinga meeting his Lawyers.
#SupremeCourt
#raila
Babu Owino Luos Junet James Orengo justice njoki ndung'u Dikembe Murgor https://t.co/3JENmfOZwG",57,13,1,9
61,2022-09-02 19:28:51+00:00,https://twitter.com/AmeniaEspee/status/1565783833441705984,AmeniaEspee,Twitter Web App,"Nairobi, Kenya",@RobertAlai @JunetMohamed I think you are a liability to the #Azimio team,0,0,0,0
62,2022-09-02 18:45:45+00:00,https://twitter.com/kigoziisma/status/1565772987500040192,kigoziisma,Twitter for Android,"Kampala, Uganda",Watching @citizentvkenya 9pm news makes you think only #Azimio team was presenting in #SCOK today! The biased reporting is so glaring!,0,0,0,0
63,2022-09-02 18:39:24+00:00,https://twitter.com/harun_johnson/status/1565771388585009152,harun_johnson,Twitter for Android,,"#Azimio
#SupremePetition
@RailaOdinga https://t.co/julSRDppZs",0,0,0,0
64,2022-09-02 18:32:16+00:00,https://twitter.com/kasorotupu/status/1565769594236768259,kasorotupu,Twitter for iPhone,"Nairobi, Kenya","JUST ASKING;WHAT IF THE SON OF SAMOEI PLANNED AHEAD FOR THE  NULLIFICATION JUST TO PROVE HIS  UNDISPUTED PROWESS IN ROUND TWO🤔?? The #azimio team shouldn’t sleep if the court nullifies the results
#railathe5th #SupremeCourt",0,0,0,0
65,2022-09-02 18:04:58+00:00,https://twitter.com/randymboya/status/1565762722393985024,randymboya,Twitter for Android,Kenya,#Azimio Azimio #Harooo! Thank you to our lawyers https://t.co/57oUKt8VSI,0,0,0,0
66,2022-09-02 17:50:27+00:00,https://twitter.com/steven_nyabwa/status/1565759071478861824,steven_nyabwa,Twitter for iPhone,Nairobi Kenya,"Whatever the outcome. We are happy. Thank you to the team of lawyers you did great. Now we pray and wait. Thank you Kenya, Thank you Baba for all you effort to liberate Kenya and for helping Kenya be a better country in your own small way. #BabaThe5th #Always #Azimio  💙💙💙💙 https://t.co/dI93otKdTR",121,32,4,10
67,2022-09-02 17:42:37+00:00,https://twitter.com/liofaber/status/1565757097949728772,liofaber,Twitter for Android,"Nairobi, Kenya",Spoiler : impossible de deviner la décision que rendra la Cour lundi #Kenya #Ruto ou #Raila ? https://t.co/si3IbxXSJ2,0,0,0,0
68,2022-09-02 17:40:41+00:00,https://twitter.com/tytyu77/status/1565756613373345792,tytyu77,Twitter for Android,,"Who knew #wajackoyah was also an International recording artist 😂😂😂 What can't the man do!?
 #WajackoyahThe6th #Supremecourt #Azimio
#kenyadecides #KenyaKwanza Justice njoki ndungu Confirmed orengo",0,0,0,0
69,2022-09-02 17:39:00+00:00,https://twitter.com/TheAfricaReport/status/1565756187773206528,TheAfricaReport,SocialChamp IO ,"Paris, France","#Kenya : ""As in 2013 and 2017, disputes over the electoral process mean that the losing candidate, Raila and his #AZIMIO coalition, immediately rejected the announcement and launched a legal battle,"" says @Fromagehomme in this month's #PoliticalCapital.

https://t.co/LXecOENXbZ",18,12,1,1
70,2022-09-02 17:35:16+00:00,https://twitter.com/alexmbugua25/status/1565755248349777921,alexmbugua25,Twitter for Android,NAIROBI KENYA,@ledamalekina Because of the show #Azimio rejoinder mshaanza kuongea,0,0,0,0
71,2022-09-02 17:30:10+00:00,https://twitter.com/uptown_graphics/status/1565753965911973889,uptown_graphics,Twitter Web App,"Keekorok Road, Nairobi. ","Order custom branded phone covers, t-shirts, mugs etc via #Whatsapp link 🔗 https://t.co/lLhHbvdWLS for you and yours 💯 
#JoseCarmago #Venezuela #GeorgeNjoroge #JulieSoweto #WillisOtieno #GetOverIt #Smartmartic #Azimio #Itumbi #KIEMS https://t.co/kVBrPzktFa",1,1,0,0
72,2022-09-02 17:05:09+00:00,https://twitter.com/KalvoSni/status/1565747670127345668,KalvoSni,Twitter for Android,Eldoret,"But I for once I am rooting for a way in which false allegations peddled by individuals should be taken seriously and people of such mentality held to account
We must create a society that upholds social respect to everyone
If the #Azimio or #KenyaKwanza team lied,they be jailed https://t.co/pEpJfqgu7p",0,0,0,0
73,2022-09-02 16:56:48+00:00,https://twitter.com/Honcalebamisi/status/1565745569129271296,Honcalebamisi,Twitter for Android,"Nairobi, Kenya",President elect (in cap) watching #BabaThe5th being sworn in .#delicavus #junet #smokin #meru #kiraitumurungi #raila #UhuruKenyatta https://t.co/7BypukvrB8,40,2,1,8
74,2022-09-02 16:56:08+00:00,https://twitter.com/kosh_one/status/1565745399608000514,kosh_one,Twitter for Android,,"Justice delayed is justice denied 😤
#scok
#azimio
#venezuela",1,0,0,0
75,2022-09-02 16:45:44+00:00,https://twitter.com/DonVictorSimon/status/1565742785747161088,DonVictorSimon,Twitter Web App,"Nairobi, Kenya",Its going town  at #Azimio,0,0,0,0
76,2022-09-02 16:43:48+00:00,https://twitter.com/Kiptoo17Kiptoo/status/1565742296703852547,Kiptoo17Kiptoo,Twitter for Android,,@Railajunior Kindly Take your old man #Azimio  to bondo he needs geriatric rest🤣,0,0,0,0
77,2022-09-02 16:27:40+00:00,https://twitter.com/JoelKuriaNjugu3/status/1565738237515255810,JoelKuriaNjugu3,Twitter Web App,"Ndimu,Ndege -Lanet NAKURU","Today was a very good day for #Azimio la umoja,at the SCOK.
Excellent,presentation of evidence by the Azimio team of lawyers.
It is now clear,than ever,that the election was bungled.
The tag,president ""select"" Ruto,will come to an end on Monday ,sep 5th 2022.",5,0,0,0
78,2022-09-02 16:07:33+00:00,https://twitter.com/NyakinaRonald/status/1565733176944824320,NyakinaRonald,Twitter for Android,,@DonaldBKipkorir Not only resign but present themselves to the nearest police station for we #azimio supporters to get justice and fairness on the financial and moral support we had given to the #Babathe5th.,1,0,0,0
79,2022-09-02 15:42:38+00:00,https://twitter.com/TruceKe/status/1565726905784999937,TruceKe,Twitter for Android,,The FIRST KENYAN JOSE CARMAGO has BEEN BORN. You have SEEN it here! UNKNOWINGLY to himself; the real CARMAGO destroyed AZIMIO narrative without  appearing in PERSON. Wtf is this person @georgenjoroge_ doing? #Azimio #KenyaKwanza #BONDO express!,0,0,0,0
80,2022-09-02 15:28:36+00:00,https://twitter.com/KoyooOchieng/status/1565723371622506497,KoyooOchieng,Twitter for Android,"Nairobi, Kenya","We are taking this thing 
#Raila the 5th https://t.co/fOAxf6ag7N",0,0,0,0
81,2022-09-02 15:23:12+00:00,https://twitter.com/KenyanTraffic/status/1565722012953509888,KenyanTraffic,KenyanTraffic,Nairobi,"heavy traffic jam iko nakuru-nairobi highway 21km from naivasha.
# #josecamargo #azimio #uda #nakuru #KenyanTraffic Via @JeiFii",1,0,0,1
82,2022-09-02 15:16:17+00:00,https://twitter.com/Musymo/status/1565720274464563200,Musymo,Twitter Web App,,as we await the #SupremeCourt ruling on Monday the #USEmbassy the super powers have this for you.. #Kisumu #Azimio are we together https://t.co/SKNgEIMJ8F,1,0,0,0
83,2022-09-02 15:12:00+00:00,https://twitter.com/Weingos/status/1565719195488325632,Weingos,Twitter for Android,Kenyan Coast ,"That one George Njoroge could fool an entire #Azimio legal team is to underscore the softest underbelly in their solemn hogwash belief in the imaginary/nonexistent deep state. Poleni sana for all incomplete castles built in Kusadikika - nchi iliyo Angani.
Soweto|Smokin
@Nyasirwa",0,0,0,0
84,2022-09-02 15:00:27+00:00,https://twitter.com/crazytojoin/status/1565716288181239808,crazytojoin,Twitter for Android,"Nairobi, Kenya","Kenyans changing Inky pinky ponky to Pinky pinky ponky. We kenyans need to change everything to suit us even a nursery rhyme isn't spared. 
#KOT
#SupremePetition 
#supremecourtofkenya
#Raila
#Ruto",0,0,0,0
85,2022-09-02 14:56:56+00:00,https://twitter.com/JeiFii/status/1565715404961370112,JeiFii,Twitter for Android,"Nairobi, Kenya","Heavy traffic jam iko Nakuru-Nairobi highway 21km from naivasha.
#ruto #josecamargo #azimio #UDA #Nakuru",1,0,0,0
86,2022-09-02 14:53:24+00:00,https://twitter.com/chrisotee/status/1565714515538259968,chrisotee,Twitter for iPhone,Worldwide,"@paulinenjoroge I would like to take this moment to thank every sound, educated and patriotic lawyer at SCOK during this period of the case! I would like also to say FVCK YOU to @philip_murgor @orengo_james and all #Azimio lawyers for butchering the law! May it butcher you back! Karma is a B!",3,0,0,0
87,2022-09-02 14:53:16+00:00,https://twitter.com/chrisotee/status/1565714482508075009,chrisotee,Twitter for iPhone,Worldwide,"I would like to take this moment to thank every sound, educated and patriotic lawyer at SCOK during this period of the case! I would like also to say FVCK YOU to @philip_murgor @orengo_james and all #Azimio lawyers for butchering the law! May it butcher you back! Karma is a B!",7,0,0,2
88,2022-09-02 14:51:21+00:00,https://twitter.com/kevngige/status/1565713997197967361,kevngige,Twitter for Android,"Nairobi, Kenya","qualified to be Chair nor a judge of the court,
• Azimio claim that Ruto's team infiltrated, intercepted and altered 23 Form 34's per second, despite its contents containing handwritings of about 7 individuals, I mean, honestly, too much ado about NOTHING! 
@OleItumbi #Azimio",1,0,0,0
89,2022-09-02 14:40:07+00:00,https://twitter.com/65Alego/status/1565711169939177472,65Alego,Twitter for Android,,"Theirs were exposed as fakes. If that is where #Azimio hopes are, that case is so dead. https://t.co/FU5oLVy8rU",0,0,0,0
90,2022-09-02 14:36:05+00:00,https://twitter.com/PaulOlanya1/status/1565710157862113283,PaulOlanya1,Twitter for Android,,@DonaldBKipkorir Baba akishinda Al revert coz nitakuwa na reason..#Azimio,0,0,0,0
91,2022-09-02 14:34:58+00:00,https://twitter.com/Robaa82/status/1565709874343944194,Robaa82,Twitter for Android,Kenya,"#Azimio minions don't understand some simple things.
This is a demonstration of what #Mahat called an OVERLAY... @johnmark254 https://t.co/U6k7b1SbBd",17,6,1,2
92,2022-09-02 14:30:43+00:00,https://twitter.com/IanCLincoln/status/1565708806931218440,IanCLincoln,Twitter for Android,"Nairobi, Kenya","Those Azimio goons should apologize or be arrested for causing chaos at Bomas.
#SupremePetition #Azimio #UDA",0,0,0,0
